geography code,outcode,postcodes,Welsh speaking ability: Total: All usual residents aged 3 years and over,Welsh speaking ability: Cannot speak Welsh,Welsh speaking ability: Can speak Welsh
W00004087,SA5,"SA5 4EB, SA5 4ED, SA5 4EG, SA5 4EQ, SA5 4HF, SA5 4HG, SA5 4HL, SA5 5AB, SA5 5AX, SA5 5AY, SA5 5BD, SA5 5BJ, SA5 5BL, SA5 5BN, SA5 5BP, SA5 5BQ, SA5 5BS",221,198,23
W00004088,SA5,"SA5 5AN, SA5 5AS, SA5 5AW, SA5 5DH, SA5 8EG",318,293,25
W00004063,SA5,"SA5 4AG, SA5 5AD, SA5 5BA, SA5 5BB, SA5 5BE",248,226,22
W00004062,SA5,"SA5 8AJ, SA5 8DU, SA5 8DX, SA5 8DY, SA5 8YA, SA5 8YB, SA5 8YD, SA5 8YN",316,292,24
W00004061,SA5,"SA5 8DN, SA5 8DQ, SA5 8DW, SA5 8EN, SA5 8JR",255,237,18
W00004060,SA5,"SA5 4QD, SA5 4QF, SA5 4QT, SA5 4QU, SA5 4QZ",275,239,36
W00004395,SA5,"SA5 9BR, SA5 9BS, SA5 9BT, SA5 9BY, SA5 9BZ, SA5 9DL",281,258,23
W00004394,SA5,"SA5 9DB, SA5 9DF, SA5 9DG, SA6 7PS",284,256,28
W00004393,SA5,"SA5 9BL, SA6 7PB, SA6 7PD, SA6 7PE, SA6 7PJ",297,245,52
W00004392,SA5,"SA5 7HD, SA5 9AH, SA5 9AP, SA5 9AS, SA5 9AY, SA5 9AZ, SA5 9BA, SA5 9BD",276,238,38
W00004389,SA5,"SA5 7HR, SA5 9AT, SA5 9AU, SA5 9BB, SA5 9BW, SA6 7PF",253,219,34
W00004384,SA5,"SA5 7HE, SA5 7HP, SA5 7HS, SA5 7JG, SA6 7NT, SA6 7NU",289,250,39
W00004382,SA5,"SA5 7HZ, SA6 7LG, SA6 7LL, SA6 7LN, SA6 8BS",391,357,34
W00004380,SA5,"SA5 7HY, SA6 7JY, SA6 7LH, SA6 7LJ",263,228,35
W00004090,SA5,"SA5 8BT, SA5 8DR, SA5 8DS",334,313,21
W00004373,SA5,"SA5 9EB, SA5 9ER, SA5 9ES, SA5 9HA, SA5 9HB, SA5 9HD, SA5 9HE, SA5 9HJ, SA5 9HL",266,259,7
W00004340,SA5,"SA5 8LQ, SA5 8NA, SA6 7BZ, SA6 8HU, SA6 8HY, SA6 8HZ, SA6 8JA, SA6 8LR, SA6 8NB, SA6 8ND, SA6 8YJ, SA6 8YL, SA6 8YR, SA6 8YS, SA6 8YT, SA6 8YW, SA6 8YX, SA6 8YY, SA6 8YZ, SA6 8ZA, SA6 8ZB",326,298,28
W00004244,SA5,"SA5 7JD, SA5 7JE, SA5 7JF, SA5 7JH, SA5 7JJ, SA6 6BX",225,194,31
W00004241,SA5,"SA5 7JL, SA6 6BH, SA6 6BL, SA6 6BN, SA6 6BQ, SA6 6DD, SA6 6DF, SA6 6DQ, SA6 6ES",263,229,34
W00004233,SA5,"SA5 9DT, SA6 8LP, SA6 8NX, SA6 8NY, SA6 8PA, SA6 8PB, SA6 8PD",285,248,37
W00004056,SA5,"SA5 4BJ, SA5 4BU, SA5 4BX, SA5 4BY, SA5 4BZ, SA5 4DA, SA5 4EP, SA5 4ES, SA5 4HR, SA5 4HY, SA5 4JB, SA5 4JR, SA5 4JS, SA5 4JT, SA5 4JU, SA5 4LA, SA5 4LB, SA5 4NE",237,207,30
W00004057,SA5,"SA5 5AA, SA5 5AJ, SA5 8BU, SA5 8BX, SA5 8BZ",300,285,15
W00004058,SA5,"SA5 8AB, SA5 8AD, SA5 8BR, SA5 8BS, SA5 8BY",333,313,20
W00004059,SA5,"SA5 8EL, SA5 8EP, SA5 8EW, SA5 8JS, SA5 8JT",278,253,25
W00004372,SA5,"SA5 9BP, SA5 9BX, SA5 9DA, SA5 9DD, SA5 9DE, SA5 9DQ, SA5 9DU, SA5 9DW",385,345,40
W00004448,SA5,"SA5 9AD, SA5 9AL, SA5 9AW, SA5 9BG, SA5 9BJ",222,209,13
W00004460,SA5,"SA5 4PG, SA5 4PH, SA5 5EW, SA5 5HU, SA5 5HY, SA5 5JB",238,216,22
W00010261,SA5,"SA5 4NZ, SA5 4PB",320,271,49
W00010262,SA5,"SA5 5EZ, SA5 5HN, SA5 5PA, SA5 5PB, SA5 5PH",210,198,12
W00010263,SA5,"SA5 4BD, SA5 4BE, SA5 4NF",276,242,34
W00010446,SA5,"SA5 8JA, SA5 8JB, SA5 8JE, SA5 8JG",224,207,17
W00004333,SA6,"SA6 8BJ, SA6 8BR, SA6 8DE, SA6 8DF, SA6 8DG, SA6 8DX, SA6 8EN",226,209,17
W00004236,SA6,"SA6 8JJ, SA6 8JT, SA6 8JU, SA6 8LB, SA6 8LE, SA6 8LF",272,248,24
W00004386,SA6,"SA6 7EE, SA6 7EF, SA6 7HH, SA6 7LE, SA6 7LF, SA6 7NX, SA6 7NY, SA6 7PL",323,279,44
W00004235,SA6,"SA6 8LJ, SA6 8LN, SA6 8LQ, SA6 8LU, SA6 8LX",260,239,21
W00004360,SA6,"SA6 6DX, SA6 6DY, SA6 6EH, SA6 6EJ, SA6 6JQ",245,227,18
W00004362,SA6,"SA6 6DU, SA6 6DZ, SA6 6EE, SA6 6ER, SA6 6EU, SA6 6HA",265,233,32
W00004242,SA6,"SA6 6DG, SA6 6EX, SA6 6FB, SA6 6FD, SA6 6FE",344,301,43
W00004363,SA6,"SA6 6AG, SA6 6AJ, SA6 6AW, SA6 6DR, SA6 6DS, SA6 6DT, SA6 6HE",348,268,80
W00004234,SA6,"SA6 8AX, SA6 8JF, SA6 8JL, SA6 8JN, SA6 8JP, SA6 8JR, SA6 8JW, SA6 8LH, SA6 8LL",265,233,32
W00004385,SA6,"SA6 7JZ, SA6 7LD, SA6 7LQ, SA6 7NS",250,229,21
W00004364,SA6,"SA6 6GH, SA6 6GJ, SA6 6HN, SA6 6HR, SA6 6HW, SA6 8ER",253,222,31
W00004361,SA6,"SA6 6JF, SA6 6JR, SA6 6JZ, SA6 6LB",164,151,13
W00004243,SA6,"SA6 6BY, SA6 6DA, SA6 6DB, SA6 6DE, SA6 6DW, SA6 6EF, SA6 6EW",383,343,40
W00004387,SA6,"SA6 7QE, SA6 7QF, SA6 7QH, SA6 7QQ, SA6 8PG",272,251,21
W00004388,SA6,"SA6 7EB, SA6 7ED, SA6 7NZ, SA6 7PA, SA6 7PQ, SA6 7QG, SA6 7YF, SA6 7YG",314,281,33
W00004350,SA6,"SA6 6QN, SA6 6QP, SA6 6QW, SA6 6RH, SA6 6RW",256,215,41
W00004351,SA6,"SA6 6NE, SA6 6PY, SA6 6QE, SA6 6QG, SA6 6RT",291,261,30
W00004352,SA6,"SA6 6EA, SA6 6JW, SA6 6LA, SA6 6LJ, SA6 6LT, SA6 6PR, SA6 6SF, SA6 6SG",289,252,37
W00004353,SA6,"SA6 6AN, SA6 6LP, SA6 6LR, SA6 6LS",267,231,36
W00004354,SA6,"SA6 6NB, SA6 6PZ, SA6 6QJ, SA6 6QS, SA6 6RR, SA6 6RS",254,227,27
W00004355,SA6,"SA6 6JL, SA6 6JP, SA6 6LU, SA6 6LX",305,279,26
W00004356,SA6,"SA6 6NA, SA6 6RU, SA6 6SA, SA6 6SB",284,246,38
W00004357,SA6,"SA6 6QH, SA6 6RX, SA6 6RY, SA6 6RZ",284,269,15
W00004358,SA6,"SA6 6JG, SA6 6JT, SA6 6JU",262,239,23
W00004359,SA6,"SA6 6EB, SA6 6ED, SA6 6EL, SA6 6EN, SA6 6EP, SA6 6LH, SA6 6ND, SA6 6XZ, SA6 6YA, SA6 6YD, SA6 6YP, SA6 6YS, SA6 6YT, SA6 6YX, SA6 6YZ, SA6 6ZR",243,211,32
W00004391,SA6,"SA6 7PG, SA6 7PH, SA6 7PN, SA6 7PP, SA6 7PR",256,236,20
W00004301,SA6,"SA6 5RJ, SA6 5SY, SA6 5SZ, SA6 5TA, SA6 5TB, SA6 5TD, SA6 5TE, SA6 5TQ, SA6 5TR",308,234,74
W00004390,SA6,"SA6 7PW, SA6 8PE, SA6 8PF",291,263,28
W00004304,SA6,"SA6 5RB, SA6 5RD, SA6 5RE, SA6 5RZ",180,145,35
W00004305,SA6,"SA6 5RA, SA6 5RF, SA6 5RG, SA6 5RH, SA6 5RL, SA6 5RP, SA6 5RQ, SA6 5RR",370,249,121
W00004383,SA6,"SA6 7EX, SA6 7HJ, SA6 7HL, SA6 7HN, SA6 7HR, SA6 7HU, SA6 7HW",258,236,22
W00004381,SA6,"SA6 7HP, SA6 7HS, SA6 7HX, SA6 7JS, SA6 7JU, SA6 7JX, SA6 7LA, SA6 7LB, SA6 7LT, SA6 7LW",340,314,26
W00004379,SA6,"SA6 7HT, SA6 7HY, SA6 7JA, SA6 7JB, SA6 7JD, SA6 7JE, SA6 7JF, SA6 7LY, SA6 7LZ, SA6 7NB, SA6 7NE, SA6 7NF",395,359,36
W00004365,SA6,"SA6 6AL, SA6 6HP, SA6 6HS, SA6 6JA, SA6 6JD, SA6 6LD, SA6 6QB, SA6 6QD",288,256,32
W00004042,SA6,"SA6 5AU, SA6 5DS, SA6 5DU, SA6 5EA, SA6 5EB",270,232,38
W00004041,SA6,"SA6 5HA, SA6 5HB, SA6 5HD",266,218,48
W00004040,SA6,"SA6 5DF, SA6 5DH, SA6 5DQ, SA6 5DW",307,273,34
W00004039,SA6,"SA6 5LT, SA6 5LY, SA6 5QD, SA6 5QE, SA6 8NR",187,159,28
W00004038,SA6,"SA6 5DP, SA6 5DR, SA6 5DX",230,201,29
W00004037,SA6,"SA6 5NJ, SA6 5PU, SA6 5PY, SA6 5PZ, SA6 5QB, SA6 5QU",272,211,61
W00004036,SA6,"SA6 5EJ, SA6 5EL, SA6 5EN, SA6 5LE, SA6 5LF, SA6 5LG, SA6 5LH, SA6 5LJ, SA6 5LL, SA6 5LQ, SA6 5LW, SA6 5LZ, SA6 5QP, SA6 5QR",275,238,37
W00004035,SA6,"SA6 5FB, SA6 5HR, SA6 5HS, SA6 5HU, SA6 5HX, SA6 5HY, SA6 5HZ",304,241,63
W00004034,SA6,"SA6 5GA, SA6 5HL, SA6 5JZ, SA6 5LS, SA6 5PG, SA6 5PL, SA6 5PN",304,237,67
W00004033,SA6,"SA6 5HF, SA6 5LA, SA6 5LD, SA6 5LX, SA6 5NG, SA6 5NQ, SA6 5NW, SA7 9RU",436,325,111
W00004032,SA6,"SA6 5EP, SA6 5ER, SA6 5ES, SA6 5ET, SA6 5EW, SA6 5HP, SA6 5HT, SA6 5YF, SA6 5YL, SA6 5YR, SA6 5YU",337,257,80
W00004031,SA6,"SA6 5NR, SA6 5NS, SA6 5NT, SA6 5NU, SA6 5NX, SA6 5NY, SA6 5PA, SA6 5PE, SA6 5PP, SA7 9HR, SA7 9JA, SA7 9JD, SA7 9JG",336,239,97
W00004030,SA6,"SA6 5HE, SA6 5HH, SA6 5JN, SA6 5JP, SA6 5JW, SA6 5LB, SA6 5NP",351,285,66
W00004220,SA6,"SA6 8LD, SA6 8LG, SA6 8NL, SA6 8NN, SA6 8NP, SA6 8NQ, SA6 8NS, SA6 8NT, SA6 8NU, SA6 8NW",301,274,27
W00004232,SA6,"SA6 8LS, SA6 8LT, SA6 8LW, SA6 8LY, SA6 8LZ, SA6 8NA",284,264,20
W00004043,SA6,"SA6 5AT, SA6 5BB, SA6 5BG, SA6 5BJ, SA6 5BQ, SA6 5BU, SA6 5BX, SA6 5BY, SA6 5BZ, SA6 5DA, SA6 5DB, SA6 5DD, SA6 5DE, SA6 5DG, SA6 5DT, SA6 5EG, SA6 5EH",335,271,64
W00004349,SA6,"SA6 6QR, SA6 6RJ, SA6 6RL, SA6 6RN, SA6 6RP",243,211,32
W00004044,SA6,"SA6 5EU, SA6 5EX, SA6 5EY, SA6 5FA, SA6 5LN, SA6 5LP, SA6 5LR, SA6 5LU",330,279,51
W00004378,SA6,"SA6 7LP, SA6 7LR, SA6 7LS, SA6 7LU, SA6 7LX",235,229,6
W00004366,SA6,"SA6 6GY, SA6 6HD, SA6 6HG, SA6 6HH, SA6 6HQ",307,264,43
W00004367,SA6,"SA6 6AF, SA6 6DH, SA6 6DJ, SA6 6DN, SA6 6DP, SA6 7AX, SA6 7BE, SA6 7DN, SA6 7DP, SA6 7DW",319,276,43
W00004368,SA6,"SA6 6AB, SA6 6HT, SA6 6HU, SA6 6HX, SA6 8BB, SA6 8EB, SA6 8ED, SA6 8EE, SA6 8EG, SA6 8EH, SA6 8EJ, SA6 8EQ",337,315,22
W00004369,SA6,"SA6 6AD, SA6 6AE, SA6 6HB, SA6 6HJ, SA6 6HY, SA6 6HZ, SA6 6LE, SA6 6LF",279,258,21
W00004370,SA6,"SA6 6AA, SA6 6HL, SA6 7AA, SA6 7AB, SA6 7AD, SA6 7AE, SA6 7AF, SA6 7AG, SA6 7AH, SA6 7AQ, SA6 7AU, SA6 7BA, SA6 8AL, SA6 8AP, SA6 8AR, SA6 8AU, SA6 8AW",309,286,23
W00004371,SA6,"SA6 6AP, SA6 6AS, SA6 6AX, SA6 6BA, SA6 6BE",275,257,18
W00004374,SA6,"SA6 6BS, SA6 6BT, SA6 6BU, SA6 6BZ, SA6 7HG, SA6 7JL, SA6 7NA, SA6 7ND, SA99 1AA, SA99 1AB, SA99 1AD, SA99 1AE, SA99 1AF, SA99 1AG, SA99 1AH, SA99 1AJ, SA99 1AL, SA99 1AN, SA99 1AP, SA99 1AQ, SA99 1AR, SA99 1AS, SA99 1AT, SA99 1AU, SA99 1AW, SA99 1AX, SA99 1AY, SA99 1AZ, SA99 1BA, SA99 1BB, SA99 1BD, SA99 1BE, SA99 1BF, SA99 1BG, SA99 1BH, SA99 1BJ, SA99 1BL, SA99 1BN, SA99 1BP, SA99 1BQ, SA99 1BR, SA99 1BS, SA99 1BT, SA99 1BU, SA99 1BW, SA99 1BX, SA99 1BY, SA99 1BZ, SA99 1DA, SA99 1DB, SA99 1DD, SA99 1DE, SA99 1DF, SA99 1DG, SA99 1DH, SA99 1DJ, SA99 1DL, SA99 1DN, SA99 1DP, SA99 1DQ, SA99 1DR, SA99 1DS, SA99 1DT, SA99 1DU, SA99 1DW, SA99 1DX, SA99 1DY, SA99 1DZ, SA99 1ST, SA99 1TU, SA99 1YW, SA99 1YX, SA99 1ZA, SA99 1ZB, SA99 1ZU, SA99 1ZW, SA99 1ZX, SA99 1ZY, SA99 1ZZ",253,222,31
W00004054,SA6,"SA6 5PD, SA6 5PF, SA6 5PJ, SA6 5PW, SA8 4DQ",257,201,56
W00004053,SA6,"SA6 5JH, SA6 5JJ, SA6 5JL, SA6 5JR",239,194,45
W00004052,SA6,"SA6 5PB, SA6 5PX, SA8 4DF, SA8 4DG, SA8 4DU, SA8 4DX",247,167,80
W00004051,SA6,"SA6 5HJ, SA6 5JS, SA6 5JT, SA6 5JU",224,182,42
W00004050,SA6,"SA6 5DJ, SA6 5DL, SA6 5DN, SA6 5EZ, SA6 5JB, SA6 5JD, SA6 5JE, SA6 5JG",288,238,50
W00004049,SA6,"SA6 5NA, SA6 5NB, SA6 5ND, SA6 5NE, SA6 5NF",299,240,59
W00004048,SA6,"SA6 5HG, SA6 5HQ, SA6 5JF, SA6 5JX, SA6 5JY, SA6 5NH",190,161,29
W00004047,SA6,"SA6 5HN, SA6 5HW, SA6 5JA, SA6 5JQ, SA6 5ST, SA6 5SU, SA6 5SX",279,225,54
W00004045,SA6,"SA6 5ED, SA6 5EE, SA6 5EF, SA6 5EQ",286,263,23
W00004332,SA6,"SA6 8AB, SA6 8AD, SA6 8AE, SA6 8AQ, SA6 8AS, SA6 8AY, SA6 8AZ, SA6 8BA, SA6 8BH, SA6 8BT, SA6 8BZ, SA6 8DL, SA6 8DN, SA6 8DQ, SA6 8DR, SA6 8DS, SA6 8DT, SA6 8DU, SA6 8DY, SA6 8DZ, SA6 8EA, SA6 8PX, SA6 8PY",300,281,19
W00004377,SA6,"SA6 6AY, SA6 6AZ, SA6 6BB, SA6 6BD, SA6 7JG, SA6 7JQ",254,235,19
W00010259,SA6,"SA6 8AN, SA6 8JD, SA6 8PJ, SA6 8PP, SA6 8PS, SA6 8PT, SA6 8QG, SA6 8QJ, SA6 8QL, SA6 8QQ, SA6 8QR, SA6 8RU, SA6 8RX, SA6 8WB, SA7 0AE, SA7 0AF, SA7 0AG, SA7 0AH, SA7 0AJ, SA7 0AL, SA7 0AP, SA7 0AQ, SA7 0NE, SA7 0NF, SA7 0NG, SA7 0NH, SA7 9DN, SA7 9DW, SA7 9DZ, SA7 9RX",331,266,65
W00005037,SA6,"SA6 5WX, SA6 5WY, SA6 5WZ, SA6 5YA, SA6 5YB, SA6 5YD, SA6 5YE, SA6 5YH, SA6 5YN, SA6 5YS, SA6 5YT, SA6 5YW, SA6 5ZR, SA6 5ZW, SA8 3HZ, SA8 3WZ, SA8 3YG, SA8 3YL, SA8 3YN, SA8 3YP, SA8 3YR, SA8 3ZB, SA8 4EL, SA8 4HH, SA8 4HL, SA8 4LP, SA8 4PD, SA8 4PE, SA8 4PH, SA8 4PQ, SA8 4PX, SA8 4WJ, SA8 4WL, SA8 4WN, SA8 4WP, SA8 4WQ, SA8 4WR, SA8 4WS, SA8 4WT, SA8 4WU, SA8 4WW, SA8 4WX, SA8 4WY, SA8 4WZ, SA8 4YA, SA8 4YB, SA8 4YD, SA8 4YE, SA8 4YF, SA8 4YG, SA8 4YH, SA8 4YL, SA8 4YN, SA8 4YQ, SA8 4YS, SA8 4YU, SA8 4YW, SA8 4ZB, SA8 9AB, SA8 9AD, SA8 9AE, SA8 9AG, SA8 9AH, SA8 9AJ, SA8 9AL, SA8 9AN, SA8 9AP, SA8 9AQ, SA8 9AR, SA8 9AS, SA8 9AT, SA8 9AU, SA8 9AW, SA8 9AX, SA8 9AY, SA8 9AZ, SA8 9BA, SA8 9BB, SA8 9BD, SA8 9BE, SA8 9BF, SA8 9BG, SA9 1WX, SA9 1YA, SA9 1YE, SA9 5AA, SA9 5AB, SA9 5AG",302,206,96
W00004247,SA6,"SA6 6EG, SA6 6FP",162,155,7
W00004291,SA6,"SA6 8EL, SA6 8EZ, SA6 8NE, SA6 8PL, SA6 8PN, SA6 8PZ, SA6 8QA, SA6 8QB, SA6 8QE, SA6 8QF, SA6 8QH, SA6 8QN, SA6 8QP, SA6 8QW, SA6 8QX, SA6 8RA, SA6 8RB, SA6 8RD, SA6 8RF, SA6 8RH, SA6 8RN, SA6 8RP, SA6 8YB, SA6 8YE, SA6 8YF, SA6 8YG, SA6 8YN, SA6 8YP, SA7 9AA, SA7 9AB, SA7 9AD, SA7 9AE, SA7 9AF, SA7 9AG, SA7 9AH, SA7 9AJ, SA7 9AN, SA7 9AP, SA7 9AQ, SA7 9AR, SA7 9AS, SA7 9AT, SA7 9AW, SA7 9BY, SA7 9DB, SA7 9DD, SA7 9DE, SA7 9DF, SA7 9DG, SA7 9DH, SA7 9DJ, SA7 9DL, SA7 9EF, SA7 9EG, SA7 9EH, SA7 9EL, SA7 9EQ, SA7 9FB, SA7 9FD, SA7 9FE, SA7 9FF, SA7 9FG, SA7 9FH, SA7 9FL, SA7 9FN, SA7 9FP, SA7 9FR, SA7 9FS, SA7 9FU, SA7 9FW, SA7 9FX, SA7 9FY, SA7 9FZ, SA7 9GH, SA7 9HG, SA7 9HW, SA7 9HZ, SA7 9LZ, SA7 9RD, SA7 9RG, SA7 9RH, SA7 9RL, SA7 9RQ, SA7 9RT",310,257,53
W00004322,SA6,"SA6 6NG, SA6 6NH, SA6 6NN, SA6 6NQ, SA6 6RA, SA6 6TF",248,229,19
W00004337,SA6,"SA6 7BP, SA6 7BT, SA6 7BX, SA6 7BY, SA6 7DB, SA6 8HH, SA6 8HJ",255,228,27
W00004336,SA6,"SA6 8DD, SA6 8DJ, SA6 8EF, SA6 8ES, SA6 8ET, SA6 8EU, SA6 8EW, SA6 8EX, SA6 8HD, SA6 8PU",259,243,16
W00004335,SA6,"SA6 7BG, SA6 7DD, SA6 8BL, SA6 8BN",243,220,23
W00004334,SA6,"SA6 7EG, SA6 7EH, SA6 7EN, SA6 7EQ",226,206,20
W00010084,SA6,"SA6 5SH, SA6 5SJ, SA6 5SL, SA6 5SN, SA6 5SP, SA6 5SR, SA6 6NL, SA6 6NP, SA6 6NS, SA6 6NT, SA6 6NW, SA6 6PL, SA6 6PS, SA6 6PU, SA6 6PX, SA6 6QA",343,292,51
W00010260,SA6,"SA6 8AJ, SA6 8PW, SA6 8QD, SA6 8QS, SA6 8QU, SA6 8QZ, SA6 8RT, SA7 0AA, SA7 0AB, SA7 0AD, SA7 0AN, SA7 0AR, SA7 0AS, SA7 0AT, SA7 0EA, SA7 0EE, SA7 0EP, SA7 0ER, SA7 0ES, SA7 0ET, SA7 0EU, SA7 0NJ, SA7 0NT, SA7 9GF, SA7 9GG, SA7 9RJ, SA7 9RN, SA7 9RW",380,282,98
W00004376,SA6,"SA6 6AH, SA6 6AR, SA6 6AT, SA6 6AU",178,154,24
W00010256,SA6,"SA6 6LG, SA6 6LZ, SA6 6PJ, SA6 6SN, SA6 6TN, SA6 6TU, SA6 6TW, SA6 6YE, SA6 6YF, SA6 6YG, SA6 6YH",333,302,31
W00004316,SA6,"SA6 7DX, SA6 7EJ, SA6 7EL, SA6 7ER",264,228,36
W00004317,SA6,"SA6 8AA, SA6 8AG, SA6 8BD, SA6 8BE, SA6 8BP, SA6 8BQ, SA6 8BU, SA6 8EP",372,350,22
W00010250,SA6,SA6 5BS,388,325,63
W00010249,SA6,"SA6 6PN, SA7 0HH, SA7 0HL, SA7 0HP, SA7 0HY, SA7 0PN",422,340,82
W00004318,SA6,"SA6 8HL, SA6 8HN, SA6 8HS, SA6 8HT, SA6 8HW, SA6 8HX, SA6 8JB",252,234,18
W00004320,SA6,"SA6 5AA, SA6 5AB, SA6 5AE, SA6 5AP, SA6 5AW, SA6 5AX, SA6 5AY, SA6 5BP, SA6 6QL",330,261,69
W00004321,SA6,"SA6 6SP, SA6 6SR, SA6 6ST, SA6 6SW, SA6 6SY, SA6 6TE",250,237,13
W00004338,SA6,"SA6 7BS, SA6 7BW, SA6 8BG, SA6 8BY, SA6 8DA, SA6 8DB, SA6 8DH, SA6 8EY, SA6 8HA, SA6 8HB, SA6 8HF, SA6 8HG, SA6 8HP, SA6 8HQ, SA6 8HR, SA6 8JE, SA6 8JG, SA6 8JH, SA6 8PR",252,234,18
W00004341,SA6,"SA6 5AL, SA6 5BA, SA6 5BD, SA6 5BE, SA6 5BH, SA6 5BW, SA6 5DY, SA6 5DZ, SA6 5SS",344,261,83
W00004339,SA6,"SA6 7BH, SA6 7BJ, SA6 7BL, SA6 7BN, SA6 7BQ, SA6 7BU, SA6 8BW, SA6 8HE",306,284,22
W00004343,SA6,"SA6 6SS, SA6 6SU, SA6 6SX, SA6 6SZ, SA6 6TQ",268,245,23
W00004324,SA6,"SA6 6FF, SA6 6FG, SA6 6FH, SA6 6FJ, SA6 6LL, SA6 6LN, SA6 6LW, SA6 6TP",318,280,38
W00004323,SA6,"SA6 5QY, SA6 6QT, SA6 6TG, SA6 6TH, SA6 6TJ",218,194,24
W00004342,SA6,"SA6 6TA, SA6 6TB, SA6 6TR, SA6 6TX",249,220,29
W00004330,SA6,"SA6 7AN, SA6 7AR, SA6 7AZ, SA6 7BB, SA6 7BD, SA6 7BR, SA6 7ES, SA6 7EU, SA6 7QJ, SA6 7QL, SA6 8PQ",249,228,21
W00004329,SA6,"SA6 7DS, SA6 7DU, SA6 7EP, SA6 7ET, SA6 7EW, SA6 7YB",298,270,28
W00004327,SA6,"SA6 6AQ, SA6 6JE, SA6 6JX, SA6 6JY",309,276,33
W00004325,SA6,"SA6 6LY, SA6 6NF, SA6 6PH, SA6 6PP, SA6 6PW",248,229,19
W00004326,SA6,"SA6 6JH, SA6 6JJ, SA6 6JN, SA6 6JS",326,307,19
W00004348,SA6,"SA6 6QQ, SA6 6QU, SA6 6QX, SA6 6QY, SA6 6SE",254,222,32
W00004347,SA6,"SA6 6LQ, SA6 6NJ, SA6 6NZ, SA6 6PT, SA6 6RB, SA6 6RD",250,220,30
W00004346,SA6,"SA6 6TD, SA6 6TL, SA6 6TS, SA6 6TT",264,232,32
W00004345,SA6,"SA6 6QF, SA6 6QZ, SA6 6RE, SA6 6RF, SA6 6RG, SA6 6RQ, SA6 6SD",264,234,30
W00004344,SA6,"SA6 5AD, SA6 5AF, SA6 5AG, SA6 5AH, SA6 5AJ, SA6 5AN, SA6 5AQ, SA6 5AR, SA6 5AS, SA6 6SH",324,259,65
W00004245,SA6,"SA6 6BJ, SA6 6EQ, SA6 6ET, SA6 6EY",190,168,22
W00003137,SA61,"SA61 1LU, SA61 1LW, SA61 1LX, SA61 1LY, SA61 1NB, SA61 1XG, SA61 1XL, SA62 4LA",233,208,25
W00003139,SA61,"SA61 1JL, SA61 1LE, SA61 1LG, SA61 1LJ, SA61 1UJ, SA62 4ES",391,353,38
W00003063,SA61,"SA61 1BF, SA61 1EL, SA61 1EP, SA61 1JH, SA61 1NT, SA61 1PE, SA61 1PF, SA61 1PG, SA61 1PH, SA61 1PQ, SA61 1SZ, SA61 1WA, SA61 1WE, SA61 1WH, SA61 1WN, SA61 1WP, SA61 1WQ, SA61 1WR, SA61 1WT, SA61 1XA, SA61 1XT, SA61 1XU, SA61 1YA, SA61 1YB, SA61 1YD, SA61 1YE, SA61 1YF, SA61 1YH, SA61 1YL, SA61 1YN, SA61 1YQ, SA61 1YR, SA61 1YS, SA61 2BS, SA61 2WA, SA61 2WR, SA61 2WX, SA61 2WY, SA61 2XR, SA61 2XZ, SA61 2YA, SA61 2YD, SA61 2YG, SA61 2YP, SA61 2YQ, SA61 2YR, SA61 2YU, SA61 2YW, SA61 2YZ, SA61 2ZW, SA61 9AA, SA61 9AB, SA61 9AD, SA61 9AE, SA61 9AF, SA61 9AG, SA61 9AH, SA61 9AJ, SA61 9AL, SA61 9AN, SA61 9AP, SA61 9AQ, SA61 9AR, SA61 9AS, SA61 9AT, SA61 9AU, SA61 9AW, SA61 9AX, SA61 9AY, SA61 9AZ, SA61 9BA, SA61 9BB, SA61 9DA, SA61 9DB, SA61 9DD, SA61 9DE, SA61 9DF, SA61 9DG, SA61 9DH, SA61 9DJ, SA61 9DL, SA61 9DN, SA61 9DP, SA61 9DQ, SA61 9DR, SA61 9DS, SA61 9DT, SA61 9DU, SA61 9DW, SA61 9DX, SA61 9DY, SA61 9DZ, SA61 9EA, SA61 9EB, SA61 9EE, SA61 9EF, SA61 9EG, SA61 9EH, SA61 9EJ, SA61 9ZZ, SA62 3WZ, SA62 3YA, SA62 3YB, SA62 3YD, SA62 3YE, SA62 3YN, SA62 3YT, SA62 3YU, SA62 3ZA, SA62 4WZ, SA62 4YA, SA62 4YF, SA62 4YG, SA62 4YJ, SA62 4YN, SA62 4YS, SA62 4YT, SA62 4YU, SA62 4ZW, SA62 5WA, SA62 5WR, SA62 5WU, SA62 5WW, SA62 5WY, SA62 5WZ, SA62 5XZ, SA62 5YE, SA62 5YF, SA62 5YG, SA62 5YN, SA62 5YU, SA62 6WA, SA62 6WZ, SA62 6YG, SA62 6YH, SA62 6YR, SA62 6YS, SA62 6YT, SA62 6YU, SA62 6YW, SA62 6YX, SA62 6YY, SA63 4WR, SA63 4WY, SA63 4WZ, SA63 4YA, SA73 3ER, SA73 3JD, SA73 9AA, SA73 9AH, SA73 9AJ, SA73 9AL, SA73 9AN, SA73 9AP",231,205,26
W00003062,SA61,"SA61 1RQ, SA61 1RU, SA61 1RX, SA61 1RZ, SA61 1SE, SA61 1SL, SA61 1TJ",255,223,32
